index, timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
3, 2017/09/13 17:34:51.217, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3470 MiB, 56 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.224, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3470 MiB, 56 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.233, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3470 MiB, 56 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.239, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3470 MiB, 56 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.249, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3469 MiB, 57 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.255, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3469 MiB, 57 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.264, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3468 MiB, 58 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.270, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3468 MiB, 58 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.279, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3467 MiB, 59 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.286, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3467 MiB, 59 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.294, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3467 MiB, 59 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.301, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3467 MiB, 59 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.310, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3466 MiB, 60 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.316, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3465 MiB, 61 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.324, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3464 MiB, 62 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.331, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3463 MiB, 63 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.339, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3462 MiB, 64 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.346, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3461 MiB, 65 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.354, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.361, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.369, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.376, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.385, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.391, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.63 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.400, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.407, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.415, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.421, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.430, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.437, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.445, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3460 MiB, 66 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.452, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3459 MiB, 67 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.460, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3458 MiB, 68 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.468, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3458 MiB, 68 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.477, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3456 MiB, 70 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.483, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3456 MiB, 70 MiB, 43.67 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.493, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3456 MiB, 70 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.498, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3456 MiB, 70 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.509, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3455 MiB, 71 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.514, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3454 MiB, 72 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.525, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3453 MiB, 73 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.528, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 7 %, 0 %, 3526 MiB, 3453 MiB, 73 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.539, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3453 MiB, 73 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.543, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3453 MiB, 73 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.554, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3451 MiB, 75 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.559, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3450 MiB, 76 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.570, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3448 MiB, 78 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.574, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3448 MiB, 78 MiB, 43.58 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.584, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.590, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.600, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.605, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.615, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.620, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.629, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.637, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.645, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.650, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.659, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.665, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.71 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.674, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.682, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.695, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 5 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.702, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.721, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.726, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.735, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.741, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3445 MiB, 81 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.750, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3444 MiB, 82 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.758, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3444 MiB, 82 MiB, 43.74 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.767, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3443 MiB, 83 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.773, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3442 MiB, 84 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.781, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3442 MiB, 84 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.788, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3441 MiB, 85 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.796, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3441 MiB, 85 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.803, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3441 MiB, 85 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.824, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3438 MiB, 88 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.833, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3437 MiB, 89 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.842, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3437 MiB, 89 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.848, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3436 MiB, 90 MiB, 43.41 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.857, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 4 %, 0 %, 3526 MiB, 3435 MiB, 91 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.870, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 6 %, 0 %, 3526 MiB, 3433 MiB, 93 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.879, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 6 %, 0 %, 3526 MiB, 3433 MiB, 93 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.884, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 6 %, 0 %, 3526 MiB, 3433 MiB, 93 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.894, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 6 %, 0 %, 3526 MiB, 3433 MiB, 93 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.900, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 6 %, 0 %, 3526 MiB, 3432 MiB, 94 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:34:51.909, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 23, 6 %, 0 %, 3526 MiB, 3430 MiB, 96 MiB, 44.06 W, 745 MHz, 2500 MHz, 745 MHz
