index, timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
3, 2017/09/13 17:26:47.449, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3452 MiB, 74 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.458, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3452 MiB, 74 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.468, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3452 MiB, 74 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.478, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3451 MiB, 75 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.488, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3449 MiB, 77 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.502, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3447 MiB, 79 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.509, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.518, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.529, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.538, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.95 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.549, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 5 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.563, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.571, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.579, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.593, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.600, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3446 MiB, 80 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.609, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3444 MiB, 82 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.619, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3444 MiB, 82 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.629, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3443 MiB, 83 MiB, 43.91 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.639, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3443 MiB, 83 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.654, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3441 MiB, 85 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.669, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3439 MiB, 87 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.685, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3438 MiB, 88 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.695, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3438 MiB, 88 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.705, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3438 MiB, 88 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.715, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 7 %, 0 %, 3526 MiB, 3438 MiB, 88 MiB, 43.68 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.726, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3438 MiB, 88 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.736, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3437 MiB, 89 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.746, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3436 MiB, 90 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.760, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3435 MiB, 91 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.767, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3435 MiB, 91 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.776, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3435 MiB, 91 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.791, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3434 MiB, 92 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.806, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3433 MiB, 93 MiB, 43.87 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.822, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3430 MiB, 96 MiB, 43.93 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.837, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3429 MiB, 97 MiB, 43.93 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.852, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3429 MiB, 97 MiB, 43.93 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.868, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 4 %, 0 %, 3526 MiB, 3429 MiB, 97 MiB, 43.93 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.912, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3426 MiB, 100 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.920, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3425 MiB, 101 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.927, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3425 MiB, 101 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.934, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3425 MiB, 101 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.943, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3423 MiB, 103 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.958, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3422 MiB, 104 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.973, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3421 MiB, 105 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:47.988, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3419 MiB, 107 MiB, 43.90 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.003, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3418 MiB, 108 MiB, 44.15 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.018, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3417 MiB, 109 MiB, 44.15 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.033, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3415 MiB, 111 MiB, 44.15 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.048, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3414 MiB, 112 MiB, 44.15 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.064, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 9 %, 0 %, 3526 MiB, 3412 MiB, 114 MiB, 44.15 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.079, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 9 %, 0 %, 3526 MiB, 3410 MiB, 116 MiB, 44.15 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.094, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3409 MiB, 117 MiB, 44.28 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.109, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3406 MiB, 120 MiB, 44.28 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.124, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3406 MiB, 120 MiB, 44.28 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.140, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3405 MiB, 121 MiB, 44.28 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.155, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3403 MiB, 123 MiB, 44.28 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.170, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3402 MiB, 124 MiB, 44.28 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.185, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 9 %, 0 %, 3526 MiB, 3402 MiB, 124 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.200, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 9 %, 0 %, 3526 MiB, 3402 MiB, 124 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.216, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3402 MiB, 124 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.231, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 9 %, 0 %, 3526 MiB, 3400 MiB, 126 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.246, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 6 %, 0 %, 3526 MiB, 3400 MiB, 126 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.261, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 6 %, 0 %, 3526 MiB, 3397 MiB, 129 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.276, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.291, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.298, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.306, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.313, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.321, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 30, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.329, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3395 MiB, 131 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.337, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3393 MiB, 133 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.352, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3393 MiB, 133 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.359, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3393 MiB, 133 MiB, 43.54 W, 745 MHz, 2500 MHz, 745 MHz
3, 2017/09/13 17:26:48.367, Tesla K10.G2.8GB, 0000:45:00.0, 367.48, P0, 3, 3, 29, 6 %, 0 %, 3526 MiB, 3392 MiB, 134 MiB, 44.05 W, 745 MHz, 2500 MHz, 745 MHz
